Year,Country,Total,Continent,Latitude,Longitude
2000,Uzbekistan,1406498,Asia,41.757,63.958
2000,Afghanistan,75917,Asia,34.023,65.5267
2000,Bangladesh,987853,Asia,24.598,90.1963
2000,Bhutan,32137,Asia,27.5342,90.3002
2000,India,6411331,Asia,22.741,78.236
2000,Iran,2803805,Asia,33.408,54.0418
2000,Maldives,27092,Asia,4.221,73.463
2000,Nepal,717900,Asia,28.2114,83.5608
2000,Pakistan,4181912,Asia,28.1854,66.6429
2000,Sri Lanka,40132,Asia,7.3,80.727
2000,China,508034,Asia,35.1753,99.3877
2000,Hong Kong,2669122,Asia,22.4114,114.0599
2000,South Korea,36183,Asia,36.338,128.16
2000,Japan,1686444,Asia,35.962,137.855
2000,Mongolia,8206,Asia,46.516,102.564
2000,North Korea,244224,Asia,39.767,126.389
2000,Brunei,96296,Asia,4.452,114.557
2000,Cambodia,146085,Asia,12.69,104.444
2000,Indonesia,292307,Asia,-0.739,114.045
2000,Laos,21948,Asia,19.595,102.538
2000,Malaysia,1463598,Asia,4.416,102.099
2000,Myanmar,98011,Asia,21.841,96.05
2000,Philippines,318095,Asia,17.181,121.256
2000,Singapore,1351691,Asia,1.3389,103.8297
2000,Thailand,1257821,Asia,15.688,100.845
2000,Timor-Leste,10602,Asia,-8.856,125.556
2000,Vietnam,56754,Asia,21.75,105.373
2000,Anguilla,4063,South America,18.2177,-63.0406
2000,Antigua and Barbuda,23071,South America,17.625,-61.786
2000,Aruba,30104,South America,12.5176,-69.9818
2000,Bahamas,36454,South America,24.7032,-78.0455
2000,Barbados,28424,South America,13.1898,-59.559
2000,British Virgin Islands,12958,South America,18.4204,-64.64
2000,Cayman Islands,19176,South America,19.3299,-81.1715
2000,Cuba,17818,South America,20.571,-76.456
2000,Dominica,3723,South America,15.4238,-61.3411
2000,Dominican Republic,355611,South America,19.01,-70.1685
2000,Grenada,6825,South America,12.111,-61.6867
2000,Guadeloupe,83188,South America,16.2495,-61.5527
2000,Haiti,17222,South America,19.3175,-72.4205
2000,Jamaica,24952,South America,18.163,-77.477
2000,Martinique,54492,South America,14.6366,-61.0154
2000,Montserrat,1211,South America,16.7492,-62.1928
2000,Puerto Rico,355038,South America,18.242,-66.643
2000,Saint Kitts and Nevis,5871,South America,17.147,-62.58
2000,Saint Lucia,9871,South America,13.909,-60.9776
2000,Saint Vincent and the Grenadines,4307,South America,13.2528,-61.1949
2000,Trinidad and Tobago,41753,South America,10.4435,-61.2604
2000,Turks and Caicos Islands,9015,South America,21.7779,-71.7592
2000,Belize,36488,South America,17.108,-88.744
2000,Costa Rica,310946,South America,10.126,-84.075
2000,El Salvador,31713,South America,13.848,-89.229
2000,Guatemala,48119,South America,15.124,-90.711
2000,Honduras,28461,South America,14.881,-87.123
2000,Mexico,538051,South America,22.925,-101.68
2000,Nicaragua,30389,South America,12.692,-85.03
2000,Panama,83410,South America,8.348,-81.005
2000,Argentina,1540219,South America,-33.166,-64.31
2000,Bolivia,92658,South America,-16.71,-65.183
2000,Brazil,684596,South America,-11.694,-48.978
2000,Chile,177332,South America,-23.176,-69.201
2000,Colombia,109609,South America,3.794,-73.606
2000,Ecuador,151523,South America,-1.151,-78.308
2000,Falkland Islands,1067,South America,-51.663,-58.685
2000,French Guiana,76649,South America,3.9351,-53.0359
2000,Guyana,8610,South America,5.17,-58.939
2000,Paraguay,176608,South America,-23.266,-58.409
2000,Peru,66300,South America,-12.664,-72.98
2000,Suriname,27506,South America,4.248,-55.848
2000,Uruguay,88874,South America,-32.948,-56.249
2000,Venezuela,1013738,South America,6.983,-64.588
2000,Australia,4386250,Oceania,-24.578,133.582
2000,New Zealand,678813,Oceania,-42.558,172.377
2000,Fiji,12719,Oceania,-17.7941,177.9783
2000,New Caledonia,49651,Oceania,-21.02,165.062
2000,Papua New Guinea,26304,Oceania,-5.636,142.798
2000,Solomon Islands,3981,Oceania,-9.5987,160.1487
2000,Vanuatu,2626,Oceania,-15.339,166.89
2000,Micronesia,130186,Oceania,7.531,150.457
2000,Guam,74070,Oceania,13.45,144.7579
2000,Kiribati,2283,Oceania,2.048,-158.59
2000,Marshall Islands,1891,Oceania,5.961,169.651
2000,Nauru,2394,Oceania,-0.5287,166.9315
2000,Northern Mariana Islands,40122,Oceania,15.1905,145.7471
2000,Palau,6310,Oceania,7.5288,134.5573
2000,American Samoa,24912,Oceania,-14.3018,-170.7511
2000,Cook Islands,2785,Oceania,-21.202,-159.82
2000,French Polynesia,30329,Oceania,-17.529,-149.53
2000,Niue,498,Oceania,-19.033,-169.86
2000,Samoa,5998,Oceania,-13.6221,-172.439
2000,Tokelau,262,Oceania,-8.571,-172.48
2000,Tonga,3684,Oceania,-21.167,-175.19
2000,Tuvalu,218,Oceania,-7.4786,178.6758
2000,Wallis and Futuna,2015,Oceania,-13.2859,-176.2086
2000,Belarus,1123586,Europe,53.3292,27.9492
2000,Bulgaria,43360,Europe,42.625,24.521
2000,Czech Republic,220789,Europe,49.848,15.2812
2000,Hungary,296957,Europe,47.174,19.618
2000,Poland,825251,Europe,52.442,19.72
2000,Moldova,247828,Europe,47.524,28.444
2000,Romania,134254,Europe,45.933,25.119
2000,Russia,11900297,Europe,64.736,104.062
2000,Slovakia,116376,Europe,48.8595,19.4434
2000,Ukraine,5527087,Europe,49.364,32.132
2000,Denmark,371026,Europe,56.113,9.096
2000,Estonia,249512,Europe,58.777,25.977
2000,Faroe Islands,3593,Europe,62.1252,-7.0174
2000,Finland,136203,Europe,62.716,26.192
2000,Iceland,15892,Europe,64.826,-18.417
2000,Ireland,350552,Europe,53.214,-7.588
2000,Isle of Man,39002,Europe,54.2362,-4.5149
2000,Latvia,430178,Europe,57.017,25.0173
2000,Lithuania,214311,Europe,55.342,24.23
2000,Norway,292440,Europe,61.3701,9.3031
2000,Sweden,1003798,Europe,66.2188,19
2000,United Kingdom,4730165,Europe,52.289,-1.259
2000,Albania,76695,Europe,40.654,20.076
2000,Andorra,42147,Europe,42.5425,1.5893
2000,Bosnia and Herzegovina,82952,Europe,44.342,17.804
2000,Croatia,585298,Europe,45.754,16.385
2000,Gibraltar,8054,Europe,36.134,-5.3482
2000,Greece,1111665,Europe,39.787,21.617
2000,Italy,2121688,Europe,44.3713,11.1084
2000,Malta,21521,Europe,35.9024,14.4137
2000,Portugal,651472,Europe,40.957,-7.9373
2000,San Marino,4045,Europe,43.942,12.4611
2000,Serbia,977873,Europe,44.021,20.699
2000,Slovenia,214508,Europe,46.037,14.534
2000,Spain,1657285,Europe,40.617,-3.388
2000,Austria,996547,Europe,47.65,14.705
2000,Belgium,1268368,Europe,50.6745,4.4588
2000,France,6278718,Europe,46.656,2.543
2000,Germany,8992631,Europe,51.3819,9.9877
2000,Liechtenstein,15483,Europe,47.1593,9.547
2000,Luxembourg,139750,Europe,49.671,6.113
2000,Monaco,21787,Europe,43.7384,7.4243
2000,Netherlands,1556337,Europe,52.1704,5.0102
2000,Switzerland,1570756,Europe,46.7794,8.0329
2000,Bermuda,17668,North America ,32.3019,-64.7737
2000,Canada,5511914,North America ,59.2067,-111.1937
2000,Greenland,6601,North America ,71,-39
2000,Saint Pierre and Miquelon,1458,North America ,46.9642,-56.3267
2000,United States of America,34814053,North America ,40.0792,-98.8164
2005,Burundi,172874,Africa,-3.333,29.749
2005,Comoros,13209,Africa,-11.6527,43.3307
2005,Djibouti,92091,Africa,11.41,42.165
2005,Eritrea,14314,Africa,15.982,38.02
2005,Ethiopia,514242,Africa,8.435,38.786
2005,Kenya,773354,Africa,0.806,38.166
2005,Madagascar,26058,Africa,-19.615,46.645
2005,Malawi,221661,Africa,-13.2731,33.7428
2005,Mauritius,19647,Africa,-20.2529,57.5902
2005,Mayotte,63176,Africa,-12.8252,45.1494
2005,Mozambique,264679,Africa,-13.852,38.042
2005,Réunion,115076,Africa,-21.1313,55.537
2005,Rwanda,423187,Africa,-1.887,29.904
2005,Seychelles,8997,Africa,-4.6841,55.4924
2005,Somalia,20670,Africa,2.875,43.446
2005,Uganda,593308,Africa,1.9392,32.7415
2005,Tanzania,771153,Africa,-5.651,34.146
2005,Zambia,252895,Africa,-15.13,25.268
2005,Zimbabwe,402226,Africa,-19.098,30.047
2005,Angola,61329,Africa,-12.836,17.808
2005,Cameroon,265503,Africa,4.4,12.131
2005,Central African Republic,94449,Africa,7.043,21.424
2005,Chad,352062,Africa,15.981,18.781
2005,Republic of Congo,318724,Africa,0.509,16.08
2005,Democratic Republic of the Congo,622869,Africa,-1.418,23.607
2005,Equatorial Guinea,6588,Africa,1.6342,10.4695
2005,Gabon,233824,Africa,-0.406,11.914
2005,Sao Tome and Principe,3433,Africa,0.216,6.595
2005,Botswana,84614,Africa,-22.126,23.662
2005,Lesotho,6290,Africa,-29.446,28.371
2005,Namibia,107347,Africa,-21.276,17.219
2005,South Africa,1351031,Africa,-31.7,23.441
2005,Benin,221889,Africa,10.478,2.274
2005,Burkina Faso,597658,Africa,12.673,-1.226
2005,Cape Verde,12700,Africa,15.416,-23.36
2005,Côte d'Ivoire,2265090,Africa,7.497,-5.336
2005,Gambia,181905,Africa,13.499,-14.641
2005,Ghana,304436,Africa,7.258,-1.062
2005,Guinea,229611,Africa,10.599,-10.907
2005,Guinea-Bissau,20736,Africa,12.191,-14.475
2005,Liberia,87188,Africa,6.51,-9.33
2005,Mali,256797,Africa,18.211,-2.209
2005,Mauritania,58119,Africa,19.413,-10.6528
2005,Niger,124461,Africa,16.996,9.915
2005,Nigeria,969294,Africa,9.3417,7.678
2005,Saint Helena,163,Africa,-40.289,-10.033
2005,Senegal,238298,Africa,15.044,-15.081
2005,Sierra Leone,146050,Africa,8.677,-11.779
2005,Togo,203799,Africa,7.7,1.106
2005,Algeria,197422,Africa,28.6045,2.64
2005,Egypt,285006,Africa,26.16,28.742
2005,Libya,625212,Africa,27.24,17.571
2005,Morocco,54379,Africa,31.129,-7.355
2005,Sudan,546419,Africa,15.739,29.533
2005,Tunisia,35040,Africa,35.594,9.421
2005,Western Sahara,3891,Africa,24.4813,-13.6266
2005,Armenia,469119,Asia,40.56,44.449
2005,Azerbaijan,302220,Asia,40.46,47.883
2005,Bahrain,404018,Asia,26.025,50.5534
2005,Cyprus,117165,Asia,34.894,32.928
2005,Georgia,72311,Asia,42.05,43.576
2005,Iraq,132915,Asia,33.545,43.278
2005,Israel,1889503,Asia,30.992,34.834
2005,Jordan,2325414,Asia,30.681,36.279
2005,Kuwait,1333327,Asia,29.3169,47.4272
2005,Lebanon,756784,Asia,34.161,36.021
2005,Oman,666160,Asia,19.85,56.25
2005,Qatar,646026,Asia,25.3174,51.1522
2005,Saudi Arabia,6501819,Asia,24.191,44.32
2005,Palestine,266617,Asia,32.097,35.26
2005,Syria,878308,Asia,35.303,38.322
2005,Turkey,1319236,Asia,39.144,34.188
2005,United Arab Emirates,3281115,Asia,23.9299,53.9031
2005,Yemen,171871,Asia,15.569,47.793
2005,Kazakhstan,3103027,Asia,48.866,69.772
2005,Kyrgyzstan,309399,Asia,41.741,75.043
2005,Tajikistan,280466,Asia,38.367,72.597
2005,Turkmenistan,213053,Asia,39.584,59.597
2005,Uzbekistan,1329932,Asia,41.757,63.958
2005,Afghanistan,87300,Asia,34.023,65.5267
2005,Bangladesh,1166700,Asia,24.598,90.1963
2005,Bhutan,40279,Asia,27.5342,90.3002
2005,India,5923945,Asia,22.741,78.236
2005,Iran,2568930,Asia,33.408,54.0418
2005,Maldives,45045,Asia,4.221,73.463
2005,Nepal,679457,Asia,28.2114,83.5608
2005,Pakistan,3171132,Asia,28.1854,66.6429
2005,Sri Lanka,39526,Asia,7.3,80.727
2005,China,678947,Asia,35.1753,99.3877
2005,Hong Kong,2721235,Asia,22.4114,114.0599
2005,South Korea,40097,Asia,36.338,128.16
2005,Japan,2011555,Asia,35.962,137.855
2005,Mongolia,11477,Asia,46.516,102.564
2005,North Korea,486065,Asia,39.767,126.389
2005,Brunei,98441,Asia,4.452,114.557
2005,Cambodia,114031,Asia,12.69,104.444
2005,Indonesia,289568,Asia,-0.739,114.045
2005,Laos,20371,Asia,19.595,102.538
2005,Malaysia,1918504,Asia,4.416,102.099
2005,Myanmar,83025,Asia,21.841,96.05
2005,Philippines,257468,Asia,17.181,121.256
2005,Singapore,1710594,Asia,1.3389,103.8297
2005,Thailand,2163447,Asia,15.688,100.845
2005,Timor-Leste,11286,Asia,-8.856,125.556
2005,Vietnam,51768,Asia,21.75,105.373
2005,Anguilla,4684,North America ,18.2177,-63.0406
2005,Antigua and Barbuda,24741,North America ,17.625,-61.786
2005,Aruba,32540,North America ,12.5176,-69.9818
2005,Bahamas,45595,North America ,24.7032,-78.0455
2005,Barbados,30624,North America ,13.1898,-59.559
2005,British Virgin Islands,15016,North America ,18.4204,-64.64
2005,Cayman Islands,20679,North America ,19.3299,-81.1715
2005,Cuba,11935,North America ,20.571,-76.456
2005,Dominica,4744,North America ,15.4238,-61.3411
2005,Dominican Republic,376001,North America ,19.01,-70.1685
2005,Grenada,6902,North America ,12.111,-61.6867
2005,Guadeloupe,89065,North America ,16.2495,-61.5527
2005,Haiti,16360,North America ,19.3175,-72.4205
2005,Jamaica,24314,North America ,18.163,-77.477
2005,Martinique,57034,North America ,14.6366,-61.0154
2005,Montserrat,1244,North America ,16.7492,-62.1928
2005,Puerto Rico,352144,North America ,18.242,-66.643
2005,Saint Kitts and Nevis,6682,North America ,17.147,-62.58
2005,Saint Lucia,9842,North America ,13.909,-60.9776
2005,Saint Vincent and the Grenadines,4436,North America ,13.2528,-61.1949
2005,Trinidad and Tobago,44812,North America ,10.4435,-61.2604
2005,Turks and Caicos Islands,13115,North America ,21.7779,-71.7592
2005,Belize,41424,North America ,17.108,-88.744
2005,Costa Rica,358175,North America ,10.126,-84.075
2005,El Salvador,36019,North America ,13.848,-89.229
2005,Guatemala,57252,North America ,15.124,-90.711
2005,Honduras,27875,North America ,14.881,-87.123
2005,Mexico,712487,North America ,22.925,-101.68
2005,Nicaragua,34918,North America ,12.692,-85.03
2005,Panama,117563,North America ,8.348,-81.005
2005,Argentina,1673088,South America,-33.166,-64.31
2005,Bolivia,107745,South America,-16.71,-65.183
2005,Brazil,638582,South America,-11.694,-48.978
2005,Chile,276360,South America,-23.176,-69.201
2005,Colombia,107612,South America,3.794,-73.606
2005,Ecuador,187404,South America,-1.151,-78.308
2005,Falkland Islands,1166,South America,-51.663,-58.685
2005,French Guiana,86468,South America,3.9351,-53.0359
2005,Guyana,10868,South America,5.17,-58.939
2005,Paraguay,168243,South America,-23.266,-58.409
2005,Peru,77877,South America,-12.664,-72.98
2005,Suriname,33664,South America,4.248,-55.848
2005,Uruguay,82317,South America,-32.948,-56.249
2005,Venezuela,1076474,South America,6.983,-64.588
2005,Australia,4878030,Oceania,-24.578,133.582
2005,New Zealand,839952,Oceania,-42.558,172.377
2005,Fiji,12435,Oceania,-17.7941,177.9783
2005,New Caledonia,55405,Oceania,-21.02,165.062
2005,Papua New Guinea,30106,Oceania,-5.636,142.798
2005,Solomon Islands,3271,Oceania,-9.5987,160.1487
2005,Vanuatu,2800,Oceania,-15.339,166.89
2005,Micronesia,128390,Oceania,7.531,150.457
2005,Guam,74743,Oceania,13.45,144.7579
2005,Kiribati,2487,Oceania,2.048,-158.59
2005,Marshall Islands,2417,Oceania,5.961,169.651
2005,Nauru,2253,Oceania,-0.5287,166.9315
2005,Northern Mariana Islands,37542,Oceania,15.1905,145.7471
2005,Palau,6043,Oceania,7.5288,134.5573
2005,American Samoa,24233,Oceania,-14.3018,-170.7511
2005,Cook Islands,3277,Oceania,-21.202,-159.82
2005,French Polynesia,32286,Oceania,-17.529,-149.53
2005,Niue,522,Oceania,-19.033,-169.86
2005,Samoa,5746,Oceania,-13.6221,-172.439
2005,Tokelau,258,Oceania,-8.571,-172.48
2005,Tonga,4301,Oceania,-21.167,-175.19
2005,Tuvalu,209,Oceania,-7.4786,178.6758
2005,Wallis and Futuna,2191,Oceania,-13.2859,-176.2086
2005,Belarus,1106982,Europe,53.3292,27.9492
2005,Bulgaria,61074,Europe,42.625,24.521
2005,Czech Republic,322540,Europe,49.848,15.2812
2005,Hungary,366787,Europe,47.174,19.618
2005,Poland,722509,Europe,52.442,19.72
2005,Moldova,171122,Europe,47.524,28.444
2005,Romania,145162,Europe,45.933,25.119
2005,Russia,11667588,Europe,64.736,104.062
2005,Slovakia,130491,Europe,48.8595,19.4434
2005,Ukraine,5050302,Europe,49.364,32.132
2005,Denmark,440383,Europe,56.113,9.096
2005,Estonia,233701,Europe,58.777,25.977
2005,Faroe Islands,4583,Europe,62.1252,-7.0174
2005,Finland,192169,Europe,62.716,26.192
2005,Iceland,25492,Europe,64.826,-18.417
2005,Ireland,589046,Europe,53.214,-7.588
2005,Isle of Man,41475,Europe,54.2362,-4.5149
2005,Latvia,376725,Europe,57.017,25.0173
2005,Lithuania,201209,Europe,55.342,24.23
2005,Norway,361144,Europe,61.3701,9.3031
2005,Sweden,1125790,Europe,66.2188,19
2005,United Kingdom,5926156,Europe,52.289,-1.259
2005,Albania,64739,Europe,40.654,20.076
2005,Andorra,50298,Europe,42.5425,1.5893
2005,Bosnia and Herzegovina,47272,Europe,44.342,17.804
2005,Croatia,579273,Europe,45.754,16.385
2005,Gibraltar,9211,Europe,36.134,-5.3482
2005,Greece,1190707,Europe,39.787,21.617
2005,Italy,3954790,Europe,44.3713,11.1084
2005,Malta,24560,Europe,35.9024,14.4137
2005,Macedonia,127667,Europe,41.636,21.676
2005,Portugal,771184,Europe,40.957,-7.9373
2005,San Marino,4218,Europe,43.942,12.4611
2005,Serbia,854848,Europe,44.021,20.699
2005,Slovenia,217218,Europe,46.037,14.534
2005,Spain,4107226,Europe,40.617,-3.388
2005,Austria,1136270,Europe,47.65,14.705
2005,Belgium,1248733,Europe,50.6745,4.4588
2005,France,6737600,Europe,46.656,2.543
2005,Germany,9402447,Europe,51.3819,9.9877
2005,Liechtenstein,18898,Europe,47.1593,9.547
2005,Luxembourg,150618,Europe,49.671,6.113
2005,Monaco,21312,Europe,43.7384,7.4243
2005,Netherlands,1736127,Europe,52.1704,5.0102
2005,Switzerland,1805437,Europe,46.7794,8.0329
2005,Bermuda,18276,North America ,32.3019,-64.7737
2005,Canada,6078985,North America ,59.2067,-111.1937
2005,Greenland,6556,North America ,71,-39
2005,Saint Pierre and Miquelon,1147,North America ,46.9642,-56.3267
2005,United States of America,39258293,North America ,40.0792,-98.8164
2010,Burundi,235259,Africa,-3.333,29.749
2010,Comoros,12618,Africa,-11.6527,43.3307
2010,Djibouti,101575,Africa,11.41,42.165
2010,Eritrea,15676,Africa,15.982,38.02
2010,Ethiopia,568748,Africa,8.435,38.786
2010,Kenya,954925,Africa,0.806,38.166
2010,Madagascar,28905,Africa,-19.615,46.645
2010,Malawi,217722,Africa,-13.2731,33.7428
2010,Mauritius,24836,Africa,-20.2529,57.5902
2010,Mayotte,72757,Africa,-12.8252,45.1494
2010,Mozambique,306471,Africa,-13.852,38.042
2010,Réunion,123029,Africa,-21.1313,55.537
2010,Rwanda,426901,Africa,-1.887,29.904
2010,Seychelles,11420,Africa,-4.6841,55.4924
2010,Somalia,48106,Africa,2.875,43.446
2010,South Sudan,257905,Africa,#N/A,#N/A
2010,Uganda,492930,Africa,1.9392,32.7415
2010,Tanzania,309847,Africa,-5.651,34.146
2010,Zambia,149962,Africa,-15.13,25.268
2010,Zimbabwe,398307,Africa,-19.098,30.047
2010,Angola,332126,Africa,-12.836,17.808
2010,Cameroon,291474,Africa,4.4,12.131
2010,Central African Republic,93466,Africa,7.043,21.424
2010,Chad,416924,Africa,15.981,18.781
2010,Republic of Congo,425173,Africa,0.509,16.08
2010,Democratic Republic of the Congo,588950,Africa,-1.418,23.607
2010,Equatorial Guinea,8658,Africa,1.6342,10.4695
2010,Gabon,270829,Africa,-0.406,11.914
2010,Sao Tome and Principe,2700,Africa,0.216,6.595
2010,Botswana,94614,Africa,-22.126,23.662
2010,Lesotho,6414,Africa,-29.446,28.371
2010,Namibia,103826,Africa,-21.276,17.219
2010,South Africa,2114801,Africa,-31.7,23.441
2010,Benin,309124,Africa,10.478,2.274
2010,Burkina Faso,674438,Africa,12.673,-1.226
2010,Cape Verde,14373,Africa,15.416,-23.36
2010,Côte d'Ivoire,2366537,Africa,7.497,-5.336
2010,Gambia,185763,Africa,13.499,-14.641
2010,Ghana,337017,Africa,7.258,-1.062
2010,Guinea,177998,Africa,10.599,-10.907
2010,Guinea-Bissau,21061,Africa,12.191,-14.475
2010,Liberia,99129,Africa,6.51,-9.33
2010,Mali,339375,Africa,18.211,-2.209
2010,Mauritania,84679,Africa,19.413,-10.6528
2010,Niger,126464,Africa,16.996,9.915
2010,Nigeria,988679,Africa,9.3417,7.678
2010,Saint Helena,248,Africa,-40.289,-10.033
2010,Senegal,256092,Africa,15.044,-15.081
2010,Sierra Leone,79055,Africa,8.677,-11.779
2010,Togo,255413,Africa,7.7,1.106
2010,Algeria,216964,Africa,28.6045,2.64
2010,Egypt,310017,Africa,26.16,28.742
2010,Libya,683998,Africa,27.24,17.571
2010,Morocco,70909,Africa,31.129,-7.355
2010,Sudan,618709,Africa,15.739,29.533
2010,Tunisia,43172,Africa,35.594,9.421
2010,Western Sahara,4493,Africa,24.4813,-13.6266
2010,Armenia,211147,Asia,40.56,44.449
2010,Azerbaijan,276901,Asia,40.46,47.883
2010,Bahrain,657856,Asia,26.025,50.5534
2010,Cyprus,191866,Asia,34.894,32.928
2010,Georgia,73034,Asia,42.05,43.576
2010,Iraq,117389,Asia,33.545,43.278
2010,Israel,1950615,Asia,30.992,34.834
2010,Jordan,2722983,Asia,30.681,36.279
2010,Kuwait,1871537,Asia,29.3169,47.4272
2010,Lebanon,820655,Asia,34.161,36.021
2010,Oman,816221,Asia,19.85,56.25
2010,Qatar,1456413,Asia,25.3174,51.1522
2010,Saudi Arabia,8429956,Asia,24.191,44.32
2010,Palestine,258032,Asia,32.097,35.26
2010,Syria,1787561,Asia,35.303,38.322
2010,Turkey,1367034,Asia,39.144,34.188
2010,United Arab Emirates,7316697,Asia,23.9299,53.9031
2010,Yemen,288394,Asia,15.569,47.793
2010,Kazakhstan,3334937,Asia,48.866,69.772
2010,Kyrgyzstan,232065,Asia,41.741,75.043
2010,Tajikistan,279808,Asia,38.367,72.597
2010,Turkmenistan,197979,Asia,39.584,59.597
2010,Uzbekistan,1220149,Asia,41.757,63.958
2010,Afghanistan,102246,Asia,34.023,65.5267
2010,Bangladesh,1345546,Asia,24.598,90.1963
2010,Bhutan,48420,Asia,27.5342,90.3002
2010,India,5439758,Asia,22.741,78.236
2010,Iran,2761561,Asia,33.408,54.0418
2010,Maldives,54659,Asia,4.221,73.463
2010,Nepal,578657,Asia,28.2114,83.5608
2010,Pakistan,3941586,Asia,28.1854,66.6429
2010,Sri Lanka,38959,Asia,7.3,80.727
2010,China,849861,Asia,35.1753,99.3877
2010,Hong Kong,2779950,Asia,22.4114,114.0599
2010,South Korea,44010,Asia,36.338,128.16
2010,Japan,2134151,Asia,35.962,137.855
2010,Mongolia,16062,Asia,46.516,102.564
2010,North Korea,919987,Asia,39.767,126.389
2010,Brunei,100587,Asia,4.452,114.557
2010,Cambodia,81977,Asia,12.69,104.444
2010,Indonesia,305416,Asia,-0.739,114.045
2010,Laos,32955,Asia,19.595,102.538
2010,Malaysia,2417395,Asia,4.416,102.099
2010,Myanmar,76414,Asia,21.841,96.05
2010,Philippines,208599,Asia,17.181,121.256
2010,Singapore,2164794,Asia,1.3389,103.8297
2010,Thailand,3224131,Asia,15.688,100.845
2010,Timor-Leste,11540,Asia,-8.856,125.556
2010,Vietnam,61756,Asia,21.75,105.373
2010,Anguilla,5103,North America ,18.2177,-63.0406
2010,Antigua and Barbuda,26412,North America ,17.625,-61.786
2010,Aruba,34327,North America ,12.5176,-69.9818
2010,Bahamas,54736,North America ,24.7032,-78.0455
2010,Barbados,32825,North America ,13.1898,-59.559
2010,British Virgin Islands,17074,North America ,18.4204,-64.64
2010,Cayman Islands,24057,North America ,19.3299,-81.1715
2010,Cuba,6640,North America ,20.571,-76.456
2010,Dominica,8110,North America ,15.4238,-61.3411
2010,Dominican Republic,393720,North America ,19.01,-70.1685
2010,Grenada,6980,North America ,12.111,-61.6867
2010,Guadeloupe,94942,North America ,16.2495,-61.5527
2010,Haiti,17178,North America ,19.3175,-72.4205
2010,Jamaica,23677,North America ,18.163,-77.477
2010,Martinique,59575,North America ,14.6366,-61.0154
2010,Montserrat,1291,North America ,16.7492,-62.1928
2010,Puerto Rico,304969,North America ,18.242,-66.643
2010,Saint Kitts and Nevis,7245,North America ,17.147,-62.58
2010,Saint Lucia,9051,North America ,13.909,-60.9776
2010,Saint Vincent and the Grenadines,4569,North America ,13.2528,-61.1949
2010,Trinidad and Tobago,48226,North America ,10.4435,-61.2604
2010,Turks and Caicos Islands,17216,North America ,21.7779,-71.7592
2010,Belize,46360,North America ,17.108,-88.744
2010,Costa Rica,405404,North America ,10.126,-84.075
2010,El Salvador,40324,North America ,13.848,-89.229
2010,Guatemala,66384,North America ,15.124,-90.711
2010,Honduras,27288,North America ,14.881,-87.123
2010,Mexico,969538,North America ,22.925,-101.68
2010,Nicaragua,37333,North America ,12.692,-85.03
2010,Panama,157309,North America ,8.348,-81.005
2010,Argentina,1805957,South America,-33.166,-64.31
2010,Bolivia,122846,South America,-16.71,-65.183
2010,Brazil,592568,South America,-11.694,-48.978
2010,Chile,375388,South America,-23.176,-69.201
2010,Colombia,124271,South America,3.794,-73.606
2010,Ecuador,325366,South America,-1.151,-78.308
2010,Falkland Islands,1436,South America,-51.663,-58.685
2010,French Guiana,96288,South America,3.9351,-53.0359
2010,Guyana,13126,South America,5.17,-58.939
2010,Paraguay,160299,South America,-23.266,-58.409
2010,Peru,104706,South America,-12.664,-72.98
2010,Suriname,39713,South America,4.248,-55.848
2010,Uruguay,76303,South America,-32.948,-56.249
2010,Venezuela,1347347,South America,6.983,-64.588
